"player","position","team","playerId","birthdate","points","lower","upper","sdPts","positionRank","dropoff","tier","exp","ecrPosition","sdRank","risk"
"Jarius Wright","WR","MIN",2532978,1989-11-25,0,0,0,0,186,0,48,4,,,3.2238161073909
"Jaron Brown","WR","ARI",2541966,1990-01-08,5.6916293370036,2.68,7.59707809212065,1.96521912546887,93,0.504274145455745,25,3,"82.8","6.3",5.36610662089071
"Jarrett Boykin","WR","FA",2532799,1989-11-04,0,0,0,0,186,0,47,4,,,3.2238161073909
"Jarryd Hayne","RB","FA",2553117,1988-02-15,0,0,0,0,141,0,31,1,,,3.20636812017905
"Jarvis Landry","WR","MIA",2543488,1992-11-28,17.6289767178311,13.53,20.943232666778,2.83528497041779,7,0.290574420756105,4,2,"19.4","4.4",5.31049587240491
"Jason Avant","WR","KC",2495802,1983-04-20,0.523323863636364,0,1.09224466569363,0.798026737828127,160,0.0292971360154826,36,10,,,4.22719786686257
"Jason Witten","TE","DAL",2505629,1982-05-06,9.98386012389437,8.58153846153846,11.3230121580547,1.16272843566296,14,0.752256667826629,4,13,"14.9","2.5",4.68661115748517
"Javontee Herndon","WR","SD",2550459,1991-06-29,0,0,0,0,186,0,44,2,,,3.2238161073909
"Javorius Allen","RB","BAL",2552631,1991-08-27,4.10369627808956,2.81,4.94542542163126,1.11118106173787,65,0.0844252778563064,15,1,"59.3","5.8",5.49343113870343
"Jaxon Shipley","WR","FA",2553599,1992-07-17,0,0,0,,186,0,44,1,,,
"Jay Ajayi","RB","MIA",2552582,1993-06-15,5.12201473950903,2.96,6.38556395348837,1.59877074328534,53,0.135769496883629,14,1,"38.3","6.6",6.30835986915609
"Jay Cutler","QB","CHI",2495824,1983-04-29,3.40689007066671,0,7.65033211009174,6.80271606922035,37,1.13548222752946,18,10,,,10.346712901029
"Jay Prosch","RB","HOU",2543695,1992-08-21,0.312361035966156,0.07,0.520697170881148,0.268390606488069,127,0.051730568369373,26,2,,,3.59796237435613
"Jeff Cumberland","TE","SD",2507883,1987-05-02,0,0,0,0,107,0,28,6,,,2.9978973666125
"Jeff Driskel","QB","CIN",2555262,1993-04-23,0,0,0,0,73,0,38,0,,,3.86028075587479
"Jeff Heuerman","TE","DEN",2552399,1992-11-24,1.37483788234582,0.17,2.17834640813049,0.95598780071914,66,0.059476022964345,22,1,"54.8","3.8",4.00754334846235
"Jeff Janis","WR","GB",2543750,1991-06-09,1.64987906273621,0.01,3.5784463742944,2.80804373256304,140,0.135629293343449,35,2,"98.3","11.9",6.98062239036443
"Jerell Adams","TE","NYG",2555311,1992-12-31,0.308214412569733,0,0.627647241895842,0.367196785605763,93,0.00863310911079851,24,0,,,3.68780847458588
"Jeremy Butler","WR","NYJ",2550183,1991-04-22,0,0,0,0,186,0,59,2,,,3.2238161073909
"Jeremy Hill","RB","CIN",2543603,1992-10-20,7.65485168574087,3.3780612244898,9.64408953149366,2.27455008826996,39,0.535006553539032,10,2,,,6.5250414413487
"Jeremy Kerley","WR","SF",2495189,1988-11-30,10.3631949514096,3.43,13.0170862754267,3.5402921784578,44,0.241660870757181,10,5,,,7.67512635387773
"Jeremy Langford","RB","CHI",2552379,1991-12-06,5.62691884456671,0,7.84118227477506,6.02012740505296,49,0.0439875313342188,12,1,,,11.9900112293038
"Jeremy Maclin","WR","KC",80429,1988-05-11,15.5760215181034,11.226166180758,17.7111233447617,2.80355674164761,20,0.339806412973182,6,7,"17.6","4.1",4.68795942990541
"Jeremy Ross","WR","FA",2530598,1988-03-06,0,0,0,0,186,0,44,5,,,3.2238161073909
"Jerick McKinnon","RB","MIN",2543715,1992-05-03,2.42888583218707,0,3.43906881364916,2.58483489499305,84,0.211545639874076,22,2,,,6.97776126288468
"Jermaine Gresham","TE","ARI",497238,1988-06-16,4.17969010115753,2.38,6.94515141281099,2.68054111176556,38,0.101930817062633,14,6,"37.8","5.7",7.92259430083342
"Jermaine Kearse","WR","SEA",2532887,1990-02-06,8.36044598288742,6.56663461538461,9.8001325,1.38229863337343,58,0.143906782047262,13,4,"72.1","9.0",5.72275339483037
"Jerome Cunningham","TE","FA",2551359,1991-05-25,0,0,0,0,107,0,33,2,,,2.9978973666125
"Jerome Felton","RB","BUF",230,1986-07-03,0.221260935193566,0,0.396930874291555,0.221615233063614,129,0.0372220600440841,27,8,"85.0","5.0",4.61486196901863
"Jerome Simpson","WR","FA",318,1986-02-04,0,0,0,0,186,0,45,8,,,3.2238161073909
"Jerricho Cotchery","WR","FA",2506004,1982-06-16,0,0,0,,186,0,44,12,,,
"Jerrod Johnson","QB","DAL",2495181,1988-07-27,0,0,0,0,73,0,38,5,,,3.86028075587479
"Jesse James","TE","PIT",2552633,1994-06-04,8.25947292384641,6.27024038461538,8.97418997968431,1.22482232532007,19,0.152226386318068,8,1,"16.9","2.8",7.03989840939331
"Jets","DST","NYJ",100024,,6.0704057973765,3.4,7.18398255813953,1.75508696441996,27,0.448977688913677,15,46,"17.1","4.0",2.41895107311059
"Jim Dray","TE","FA",497226,1986-12-31,0.213725490196078,0,0.439521496672063,0.33142881926725,98,0.0242313795405049,27,6,,,3.62060549718005
"Jimmy Clausen","QB","FA",497108,1988-09-21,0,0,0,0,73,0,38,6,,,3.86028075587479
"Jimmy Garoppolo","QB","NE",2543801,1991-11-02,4.4025249859944,0,8.06029357798165,7.12104018599852,36,1.38965572096916,17,2,,,10.6502369291727
"Jimmy Graham","TE","SEA",497236,1986-11-24,11.7408963157335,6.92,14.2416975622514,3.70388044888476,6,0.163870000154072,4,6,"5.2","2.1",8.65768652259584
"Joe Banyard","RB","JAC",2535696,1988-11-22,0,0,0,0,141,0,31,4,,,3.20636812017905
"Joe Callahan","QB","GB",2556492,1993-06-04,0,0,0,0,73,0.0260777843792262,38,0,,,3.86028075587479
"Joe Flacco","QB","BAL",382,1985-01-16,15.4326672763217,13.1094023323615,16.9605003322259,1.77606940460076,24,0.0995558603520248,11,8,"23.9","3.1",5.55700220357247
"Joe Webb","QB","CAR",1037347,1986-11-14,0,0,0,0,73,0,38,6,,,3.86028075587479
"Joey Iosefa","RB","FA",2552634,1991-06-19,0,0,0,0,141,0,31,1,,,3.20636812017905
"John Brown","WR","ARI",2543847,1990-04-03,13.8700268198159,9.4753647752395,16.7096120369368,2.7804380697155,25,0.551755441925076,7,2,"26.1","4.6",5.35636092535607
"John Crockett","RB","GB",2553511,1992-02-16,0,0,0,0,141,0,31,1,,,3.20636812017905
"John Kuhn","RB","NO",2506147,1982-09-09,2.28071702244116,0.01,4.16418604651163,1.89424535232636,85,0.149538653237865,22,10,"76.2","7.8",6.98313623079311
"John Phillips","TE","DEN",71435,1987-06-11,1.91167860442237,0.39,2.84994186046512,1.2609898714596,61,0.341843165208611,21,7,"51.0","16.0",7.04155197366867
"Johnny Manziel","QB","FA",2543462,1992-12-06,0,0,0,,73,0,38,2,,,
"Joique Bell","RB","CHI",497145,1986-08-04,2.03877478531581,0.08,3.24975155780572,1.50803073288814,88,0.0954077180485946,22,6,"79.0","3.9",4.23307180631705
"Jonas Gray","RB","FA",2533030,1990-06-27,0,0,0,0,141,0,31,3,,,3.20636812017905
"Jonathan Grimes","RB","HOU",2534770,1989-12-21,1.84359848484848,0,2.94691743119266,1.6085190455841,91,0.0971907981868374,22,4,,,5.55327147953021
"Jonathan Krause","WR","FA",2550216,1992-01-18,0,0,0,0,186,0,60,2,,,3.2238161073909
"Jonathan Stewart","RB","CAR",949,1987-03-21,10.9148706595986,7.18471487360376,12.9506139968477,2.72646237585699,25,0.191129812743927,6,8,"27.5","10.4",5.4663613673885
"Jonathan Williams","RB","BUF",2555227,1994-02-02,0.877980861244019,0.33,1.36515,0.805719209364358,111,0.0476474076519925,22,0,"75.7","12.5",4.35214802201972
"Jordan Cameron","TE","MIA",2495267,1988-08-07,7.00328793774319,2.71050583657588,7.32930886850153,2.17146452018048,25,0.206851864134205,10,5,,,7.07777374834927
"Jordan Gay","K","BUF",2542060,1990-03-29,0,0,0,0,34,0,13,2016,,,2.43243755477803
"Jordan Howard","RB","CHI",2555418,1994-11-02,16.615152447613,3.19,21.5741133785807,6.37134005929678,7,0.85431531359448,3,0,"9.4","2.6",8.64200699521336
"Jordan Matthews","WR","PHI",2543500,1992-07-16,14.9223897354108,10.8819711538462,16.8227172399115,2.49303377700533,23,0.627877078011943,6,2,"22.8","4.0",4.45257207428082
"Jordan Norwood","WR","DEN",71417,1986-09-28,4.00905847351337,2.9,4.96953214169423,1.41732480300677,103,0.398997297753736,29,7,"93.8","3.3",3.53527628435471
"Jordan Payton","WR","CLE",2555370,1993-09-01,0.362712472925068,0,0.688295574526258,0.363945308692168,169,0.022190422848187,37,0,,,3.68141491564744
"Jordan Reed","TE","WAS",2540160,1990-07-03,14.9776330599621,11.44,17.9546597383626,2.71460871848067,2,0.634895637769054,2,3,,,8.09826529491993
"Jordan Taylor","WR","DEN",2553606,1992-02-18,0.23966838614591,-0.02,0.453215,0.263799355037314,176,0.04917934859016,40,1,,,3.55549855417859
"Jordan Todman","RB","IND",2495472,1990-02-24,0.462208599404002,0,0.979120323177408,0.686323474945714,122,0.0350461578587474,26,5,,,4.20774567512541
"Jordy Nelson","WR","GB",1032,1985-05-31,18.1621550389333,14.34,20.1889621371119,2.03521411789493,3,0.101135030172266,2,8,"6.3","3.3",3.92372120639989
"Jorvorskie Lane","RB","FA",2536532,1987-02-04,0,0,0,,141,0,31,4,,,
"Joseph Randle","RB","FA",2540171,1991-12-29,0,0,0,,141,0,31,3,,,
"Josh Bellamy","WR","CHI",2535964,1989-05-18,2.16239569582991,1.27,3.19464412526791,1.4865636510274,124,0.0859512031989382,34,4,"112.8","1.5",3.13690491052006
"Josh Boyce","WR","FA",2540181,1991-05-06,0,0,0,0,186,0,56,3,,,3.2238161073909
"Josh Brown","K","NYG",2505459,1979-04-29,8.84506855286036,8.0204563825157,9.80218297294034,1.31871731499307,9,0.198458664188983,3,13,"12.8","3.9",4.22009328210247
"Josh Cribbs","WR","FA",2506222,1983-06-09,0,0,0,,186,0,44,11,,,
"Josh Doctson","WR","WAS",2555343,1992-12-03,2.71491172734546,0,4.6008189688716,2.38977146344354,117,0.291576711911771,33,0,,,6.22854387158972
"Josh Ferguson","RB","IND",2556411,1993-05-23,5.59265429888026,4.15,6.28729374209217,1.03138170402492,50,0.0985070054451143,13,0,"57.9","6.1",5.60742348153829
"Josh Freeman","QB","FA",79557,1988-01-13,0,0,0,0,73,0,38,7,,,3.86028075587479
"Josh Gordon","WR","CLE",2537931,1991-04-13,0,0,0,0,186,0,53,4,,,3.2238161073909
"Josh Hill","TE","NO",2541834,1990-05-21,2.21426243866153,0.17,4.71249655728553,2.93690266777519,57,0.0871992684367382,20,3,,,8.51592435639717
"Josh Huff","WR","PHI",2543746,1991-10-14,3.08935670926655,1.85,4.10370092991325,1.08145252222115,112,0.0438497002494134,30,2,"95.0","7.5",5.17206817669493
"Josh Johnson","QB","NYG",264,1986-05-15,0,0,0,0,73,0,35,8,,,3.86028075587479
"Josh Lambo","K","SD",2553833,1990-11-19,7.73031903215587,6.1,10.3445393393295,2.19964706206387,19,0.165423460067409,7,1,"19.4","5.9",6.1231184940884
"Josh McCown","QB","CLE",2505076,1979-07-04,7.19485340603127,0,14.4026504983389,8.54546785974743,33,1.37092493285383,16,14,,,12.00843758865
"Josh Robinson","RB","FA",2553462,1992-08-24,0,0,0,,141,0,31,1,,,
"Josh Scobee","K","FA",2506063,1982-06-23,0,0,0,0,34,0,13,12,,,2.43243755477803
"Julian Edelman","WR","NE",238498,1986-05-22,16.4600337729819,14.52,19.4655315507019,2.91327096931888,14,0.152936454596109,6,7,,,6.88675471890706
"Julio Jones","WR","ATL",2495454,1989-02-03,18.6908890287329,13.88,20.5773923897988,2.60913018805992,2,0.571834795680356,2,5,,,6.5043498472893
"Julius Thomas","TE","JAC",2495353,1988-06-27,10.8072846417281,7.91822115384615,13.262617414248,2.6850534637891,12,0.637388708608743,4,5,,,8.04273512878011
"Justice Cunningham","TE","FA",2540257,1991-01-14,0,0,0,0,107,0,28,3,,,2.9978973666125
"Justin Blackmon","WR","JAC",2533038,1990-01-09,0,0,0,,186,0,49,4,,,
"Justin Forsett","RB","DET",927,1985-10-14,3.99120057415413,0,7.33624446108719,4.78893714718021,68,0.0661221422070808,15,8,"58.0","7.4",8.92267273335008
"Justin Hardy","WR","ATL",2552418,1991-12-18,4.20485594495453,2.90919474585951,5.77790697674419,1.47154349310808,101,0.13842403431433,29,1,"94.1","8.8",6.82334784915417
"Justin Hunter","WR","BUF",2540151,1991-05-20,3.39162174380182,0.24,5.44613348167289,2.11531654571155,110,0.222364126158153,30,3,"93.4","6.0",5.33994949497067
"Justin Perillo","TE","GB",2550243,1991-01-05,1.60215996139695,0.03,2.76198,1.24126417378409,62,0.0886849801519376,21,2,"49.8","8.0",5.76241230774221
"Justin Tucker","K","BAL",2536340,1989-11-21,10.5884187248506,8.8,13.0942682087041,2.2546644120575,1,0.127087944914024,1,4,"5.0","4.1",5.02770273303227
"Juwan Thompson","RB","FA",2550263,1992-05-13,0,0,0,0,141,0,31,2,,,3.20636812017905
"KaDeem Carey","RB","CHI",2543551,1992-10-30,3.60309976414089,2.26178718400941,4.07605917747038,0.734871485342827,72,0.0432404992852096,17,2,"75.2","8.0",6.25215150818063
"Kaelin Clay","WR","BAL",2552651,1992-01-03,0,0,0,0,186,0,61,1,,,3.2238161073909
"Kai Forbath","K","FA",2495150,1987-09-02,0,0,0,0,34,0,14,5,,,2.43243755477803
"Kaimi Fairbairn","K","HOU",2556521,1994-01-29,0,0,0,0,34,0,13,0,,,2.43243755477803
"Kain Colter","WR","FA",2550330,1992-05-24,0,0,0,0,186,0,44,2,,,3.2238161073909
"Kamar Aiken","WR","BAL",2530660,1989-05-30,7.88112702227883,4.4,10.3716513761468,2.65819143112191,64,0.149227116197403,15,5,"68.2","13.0",4.99830014907546
"Kapri Bibbs","RB","DEN",2550542,1993-01-10,0.642681845638493,0.07,1.25734539793662,0.602090884490852,118,0.084500714255088,26,2,,,4.08484644676496
"Karlos Williams","RB","FA",2552380,1993-05-04,0,0,0,0,141,0,31,1,"64.3","13.0",3.82175991110345
"Kasen Williams","WR","FA",2554138,1992-05-20,0,0,0,,186,0,44,1,,,
"Keenan Allen","WR","SD",2540154,1992-04-27,7.05726272352132,0,10.2615033883119,7.45271320944868,78,0.111823536198536,17,3,,,12.5943248115052
"Keith Marshall","RB","WAS",2555459,1994-02-16,0,0,0,0,141,0,31,0,,,3.20636812017905
"Keith Mumphery","WR","HOU",2552420,1992-06-05,0.476244541484716,0.42,0.549884498480243,0.084877591728703,162,0.0194996114435309,37,1,,,3.33053512229539
"Keith Smith","RB","DAL",2550400,1992-04-08,0,0,0,,141,0,41,2,,,
"Keith Wenning","QB","FA",2543784,1991-02-14,0,0,0,0,73,0,38,2,,,3.86028075587479
"Kellen Clemens","QB","SD",2506895,1983-06-06,0.286433837535014,0,0.479299082568807,0.270928215927859,51,0.0188827170868348,24,10,,,4.1186124973354
"Kellen Davis","TE","NYJ",2507486,1985-10-11,0.698080480869597,0.01,1.14237614678899,0.504989599427707,79,0.0599604232042679,23,8,,,3.94670178896455
"Kellen Moore","QB","DAL",2532917,1989-07-12,0,0,0,0,73,0,37,4,,,3.86028075587479
"Kelvin Benjamin","WR","CAR",2543471,1991-02-05,15.5146301233766,10.6286057692308,18.5869928582956,3.50092550797444,21,0.574535212229256,6,2,"7.1","3.5",4.88533422583561
"Kenbrell Thompkins","WR","FA",2539214,1988-07-29,0,0,0,0,186,0,54,3,,,3.2238161073909
"Kendall Gaskins","RB","FA",2541778,1990-11-04,0,0,0,0,141,0,31,3,,,3.20636812017905
"Kendall Hunter","RB","NO",2495172,1988-09-16,0.00449793672627235,0,0.00677064220183486,0.00567586108761516,140,0.00449793672627235,31,5,,,3.21464946287767
"Kendall Wright","WR","TEN",2532977,1989-11-12,5.04941724481512,2.98,6.48112122239021,1.90161135161102,96,0.0862387442348824,27,4,"81.9","6.0",5.20560067963623
"Kenjon Barner","RB","PHI",2539289,1989-04-28,1.09018820944421,0.01,1.84837209302326,0.901354924180738,103,0.0117707291029288,22,3,"69.5","6.8",5.91438417898956
"Kennard Backman","TE","FA",2553292,1993-02-26,0,0,0,0,107,0,28,1,,,2.9978973666125
"Kenneth Dixon","RB","BAL",2555229,1994-01-21,3.9279560385846,1.99,5.501515,1.57076182628792,69,0.0135061845374507,15,0,"49.6","4.1",4.39364079109687
"Kenneth Farrow","RB","SD",2556801,1993-03-07,1.32626769781074,0.11701166180758,2.3438,1.27421759544938,101,0.177428149232082,22,0,"77.4","8.4",6.76042212164094
"Kenny Britt","WR","LA",71217,1988-09-19,9.64113829847272,8.07,10.3432587729919,1.57135580826013,48,0.223677850162817,11,7,"52.4","7.5",5.48005285804443
"Kenny Hilliard","RB","FA",2552476,1991-10-31,0,0,0,0,141,0,31,1,,,3.20636812017905
"Kenny Stills","WR","MIA",2540202,1992-04-22,8.7770760282126,5.52533214709371,10.8211942512275,2.1934491252309,53,0.106776809735942,12,3,"68.2","7.9",5.99165869377941
"Kenyan Drake","RB","MIA",2555230,1994-01-26,1.51497641533047,0.02,2.67686572877787,1.21620639192568,99,0.145666500400339,22,0,"66.3","6.3",5.85706255469421
"Kerwynn Williams","RB","ARI",2539980,1991-06-09,0,0,0,0,141,0,37,3,,,3.20636812017905
"Keshawn Martin","WR","SF",2532900,1990-03-15,1.99480418991106,0,4.68715155393319,3.55252914028161,130,0.130781734463953,34,4,,,7.6905122347052
"Kevin Hogan","QB","CLE",2555263,1992-10-20,0.0036989247311828,0,0.0048046511627907,0.00400932069135332,70,0.00247763621577663,33,0,,,3.86410366812748
"Kevin Norwood","WR","CAR",2543689,1989-09-23,0,0,0,,186,0,44,2,,,
"Kevin Smith","WR","SEA",2550733,1991-12-21,0,0,0,0,186,0,44,2,,,3.2238161073909
"Kevin White","WR","CHI",2553432,1992-06-25,1.8216643741403,0,2.77678899082569,2.31883810717005,132,0.0153556918303557,35,1,,,6.13935734130299
"Khari Lee","TE","DET",2553552,1992-01-16,1.3713014354067,0.01,2.7171511627907,2.05476027108908,67,0.138866772408074,22,1,"49.3","6.0",6.00946185070344
"Khiry Robinson","RB","FA",2542022,1989-12-28,0,0,0,0,141,0,31,3,"69.0","3.0",2.73111043728657
"Kirk Cousins","QB","WAS",2532820,1988-08-19,15.4121515463848,13.148,16.8785339797256,1.58034350571332,25,0.36802313298015,12,4,"21.0","3.5",5.77930128696156
"Knile Davis","RB","KC",2540178,1991-10-05,0.514877668929276,-0.0238338192419825,0.968334654736286,0.46856292439888,120,0.0322994830429774,26,3,,,3.89002300406624
"Knowshon Moreno","RB","FA",79619,1987-07-16,0,0,0,,141,0,31,7,,,
"Kolby Listenbee","WR","BUF",2555350,1994-01-25,0,0,0,0,186,0,44,0,,,3.2238161073909
"Kyle Brindza","K","FA",2553497,1993-01-13,0,0,0,,34,0,13,1,,,
"Kyle Juszczyk","RB","BAL",2540230,1991-04-23,5.41508625928557,3.25,7.81721494272707,2.59106373136075,52,0.353991258694364,13,3,"73.7","7.9",7.54888388632775
"Kyle Rudolph","TE","MIN",2495438,1989-11-09,3.14855570839065,0,4.79938837920489,4.00786833338033,47,0.0648283335729469,16,5,,,10.5281181933889
"LaMichael James","RB","FA",2533036,1989-10-22,0,0,0,,141,0,31,4,,,
"LaVon Brazill","WR","FA",2532802,1989-03-15,0,0,0,,186,0,44,4,,,
"Lache Seastrunk","RB","FA",2543559,1991-07-29,0,0,0,,141,0,31,2,,,
"Ladarius Green","TE","PIT",2532853,1990-05-29,0,0,0,0,107,0,28,4,,,2.9978973666125
"Lamar Miller","RB","HOU",2533034,1991-04-25,17.6117799914534,11.8780612244898,22.0253363484919,3.89785221991092,6,1.41434665997384,3,4,"6.5","2.0",5.23026775589331
"Lance Dunbar","RB","DAL",2535708,1990-01-25,3.26979184120282,1.69,4.764875,1.48576190288217,77,0.0268000359359246,18,4,,,5.37416315539663
"Lance Kendricks","TE","LA",2495187,1988-01-30,6.21800366015263,4,7.9355415282392,1.72410692956517,29,0.601131449666626,11,5,"26.9","3.2",6.89479844945382
"Lance Moore","WR","FA",2506287,1983-08-31,0,0,0,,186,0,44,11,,,
"Landry Jones","QB","PIT",2539287,1989-04-04,0.637798468720822,0,0.997029357798165,0.523832983305895,44,0.0500099906629319,23,3,,,4.35975876833824
"Laquon Treadwell","WR","MIN",2555214,1995-06-14,2.20214893084907,0,4.00150458715596,3.38446630238382,123,0.0821644215973345,34,0,,,7.47920203919644
"Larry Donnell","TE","NYG",2537933,1988-11-01,6.73303507241632,3.65,9.21388232969649,2.45578224497761,27,0.438102807690118,11,4,,,7.61196675934653
"Larry Fitzgerald","WR","ARI",2506106,1983-08-31,16.9142127108046,11.97,19.113306967809,2.57458063642332,11,0.302482757999453,5,12,"11.6","4.5",5.18677304738301
"Latavius Murray","RB","OAK",2541161,1990-01-18,11.6829889749003,9.29,13.3405167173252,1.65712786389954,24,0.852633142780434,6,3,,,5.62419398387467
"LeGarrette Blount","RB","NE",497149,1986-12-05,13.1156633444949,10.32,14.3138543389423,1.47245031093646,19,0.876867726794844,5,6,,,5.35474092975282
"LeSean McCoy","RB","BUF",79607,1988-07-12,18.3720912129991,10.78,21.0044645376432,3.82264586111092,4,0.635089673192571,3,7,"3.8","1.3",4.94579256999261
"LeVeon Bell","RB","PIT",2540175,1992-02-18,24.8515431904878,22.2488550705414,26.357005,1.74708813517965,1,4.78347112714851,1,3,"1.2","0.6",4.63708010109175
"Lee Smith","TE","OAK",2495347,1987-11-21,1.46182943603851,0,2.2282874617737,1.86079601192658,65,0.0887597771622533,22,5,,,6.49407132190155
"Leonard Hankerson","WR","FA",2495158,1988-05-07,0,0,0,0,186,0,44,5,,,3.2238161073909
"Leonte Carroo","WR","MIA",2555215,1994-01-24,2.06606489975351,0.23240972733972,3.38923547400612,1.31644254957919,127,0.0354560747209951,34,0,"116.0","9.0",5.68135202937661
"Levine Toilolo","TE","ATL",2540203,1991-07-30,1.48943904545945,0.15,2.78246277289986,1.69569063679646,64,0.0711053862672846,21,3,"60.5","0.5",7.35295286420751
"Lions","DST","DET",100010,,7.02479587532266,5.6,10.8391437481339,3.5463761444477,16,0.057011682867544,10,46,"12.7","3.6",4.04682305949631
"Logan Paulsen","TE","CHI",2507828,1987-02-26,0.949800881719981,0,1.86882646362206,1.26934534781691,72,0.0464610273449071,22,6,"50.0","2.6",4.8190935493023
"Logan Thomas","QB","FA",2543767,1991-07-01,0,0,0,0,73,0,38,2,,,3.86028075587479
"Lorenzo Taliaferro","RB","BAL",2543704,1991-12-23,0,0,0,0,141,0,39,2,,,3.20636812017905
"Louis Murphy","WR","TB",80670,1987-05-11,0,0,0,0,186,0,44,7,,,3.2238161073909
"Lucky Whitehead","WR","DAL",2553621,1992-06-02,1.74552918031874,0.17,3.44895,1.49005639180281,136,0.0283501772962347,35,1,"113.0","8.0",5.58963349863249
"Luke McCown","QB","NO",2506053,1981-07-12,0.122374285714286,0,0.218663829787234,0.130880731295838,61,0.0397700280112045,28,12,,,3.98507634840287
"Luke Stocker","TE","TB",2495234,1988-07-17,0.283370013755158,0,0.43194495412844,0.36070815000423,97,0.0792208608901286,27,5,,,3.67561724102237
"Luke Willson","TE","SEA",2541199,1990-01-15,2.92964818735761,1.84,3.8142483240917,0.842840145870498,50,0.032667687575425,18,3,"38.5","6.7",5.09721124199393
"Malcolm Brown","RB","LA",2552382,1993-05-15,0.747963956293458,0.11,1.30497917370258,0.595468855904745,116,0.0532942851936062,25,1,"78.6","6.2",5.34681762588846
"Malcolm Johnson","RB","CLE",2553446,1992-08-11,1.0134313536947,0.37,1.59935215946844,0.715793949897999,107,0.0526218510302072,22,1,,,4.25074445518777
"Malcolm Mitchell","WR","NE",2555216,1993-07-20,3.52674883188984,2.00722918201916,5.4090761788238,2.28305630014257,105,0.019606140605589,29,0,,,6.09436785562483
"MarQueis Gray","TE","MIA",2540259,1990-11-07,0.776689998119554,0.04,1.33714303994659,0.741106465131408,76,0.0482164140311884,22,3,,,4.39033216595739
"Marc Mariani","WR","TEN",1037885,1987-05-02,0.699050772626932,0.6,0.83890273556231,0.196834809127542,157,0.100893517927225,36,6,,,3.4713021222645
"Marcedes Lewis","TE","JAC",2495888,1984-05-19,3.52917087311723,2.37,4.86116279069767,1.12096600707745,43,0.141699899012581,15,10,,,5.10403481187224
"Marcel Jensen","TE","WAS",2550356,1990-02-12,0,0,0,0,107,0,28,2,,,2.9978973666125
"Marcel Reece","RB","FA",4433,1985-06-23,0,0,0,0,141,0,31,8,,,3.20636812017905
"Marcus Easley","WR","BUF",497286,1987-11-02,0,0,0,0,186,0,44,6,,,3.2238161073909
"Marcus Mariota","QB","TEN",2552466,1993-10-30,17.5183990008919,16.24,18.7795122687447,1.00067776157874,14,0.943649947953499,9,1,"13.3","3.6",5.66074984574663
"Marcus Murphy","RB","NO",2552647,1991-10-03,0.0835313826700206,0,0.198234584983582,0.120311377837263,137,0.059632701647406,30,1,,,3.3819079607483
"Mario Alford","WR","FA",2552650,1992-02-25,0,0,0,0,186,0,44,1,,,3.2238161073909
"Marion Grice","RB","FA",2543690,1992-07-19,0,0,0,0,141,0,31,2,,,3.20636812017905
"Mark Ingram","RB","NO",2495466,1989-12-21,15.6601764700065,11.5604446258093,16.9109734268311,2.16948968865355,10,0.538689642778614,5,5,"11.4","2.5",5.51925779893757
"Mark Sanchez","QB","DAL",79858,1986-11-11,1.011036851072,0,1.99234678899083,1.03119025996686,40,0.275882843106593,21,7,,,4.84352709189092
"Markus Wheaton","WR","PIT",2539291,1991-02-07,4.90122271065449,2.98,5.70794743509079,1.14599231096926,98,0.203664599684631,28,3,,,4.66470489822361
"Marlon Brown","WR","FA",2540005,1991-04-22,0,0,0,0,186,0,44,3,,,3.2238161073909
"Marlon Moore","WR","FA",2507902,1987-09-03,0,0,0,,186,0,44,6,,,
"Marqise Lee","WR","JAC",2543475,1991-11-25,7.62588439145499,5.09481945467944,9.20378993745616,2.2067532479797,66,0.0341010214607627,15,2,"79.9","7.1",7.12485726031082
"Marques Colston","WR","FA",2495821,1983-06-05,0,0,0,0,186,0,44,10,,,3.2238161073909
"Marquess Wilson","WR","CHI",2540177,1992-09-14,0,0,0,0,186,0,55,3,,,3.2238161073909
"Marquise Goodwin","WR","BUF",2539964,1990-11-19,7.2875345882777,2.44,8.89386608236152,2.35075105134124,71,0.0438594832015742,15,3,"67.5","7.8",6.05037612171477
"Marshall Koehn","K","FA",2556577,1992-08-29,0,0,0,0,34,,13,0,,,2.43243755477803
"Marshaun Coprich","RB","FA",2556507,1994-08-10,0,0,0,0,141,0,31,0,,,3.20636812017905
"Marshawn Lynch","RB","FA",2495663,1986-04-22,0,0,0,0,141,0,31,9,,,3.20636812017905
"Martavis Bryant","WR","PIT",2543572,1991-12-20,0,0,0,0,186,0,44,2,,,3.2238161073909
"Martellus Bennett","TE","NE",1062,1987-03-10,11.6638807396941,8.71,13.4894583186309,1.83774891950893,7,0.174937684362742,4,8,,,6.45076907719591
"Marvin Jones","WR","DET",2532884,1990-03-12,16.511964881127,12,19.1766421812142,2.92415594296154,13,0.123806285300684,5,4,"13.0","3.5",4.52273982046057
"Mason Crosby","K","GB",2507232,1984-09-03,8.50126044103773,7.51195289473074,9.07754492955597,0.769003704672399,13,0.21036046610759,5,9,"5.7","2.5",4.40979118501169
"Matt Asiata","RB","MIN",2495258,1987-07-24,1.6912242090784,0,2.46097798754043,1.78563663241816,94,0.0786457138355099,22,5,,,5.81169419493553
"Matt Barkley","QB","CHI",2539308,1990-09-08,0,0,0,0,73,0,38,3,,,3.86028075587479
"Matt Blanchard","QB","FA",2536006,1989-03-21,0,0,0,,73,0,38,4,,,
